,nombreestablecimiento,Primary,Secondary,Middle,Preschool,Childcare,bilingual,public,lat,lon
1803,COLEGIO JUAN FRANCISCO BERBEO (IED),True,True,True,True,False,False,True,4.6707136,-74.06722119999999
1804,INST EDUCATIVA INTERAMERICANA                                                                       ,True,False,False,True,False,True,False,4.547360900000001,-74.1003588
1805,COL LA COLINA                                                                                       ,True,True,True,True,False,True,False,4.7614465,-74.0608512
1806,GIMN MODERNO JOHN ENDERS                                                                            ,True,False,False,True,False,False,False,4.7304922,-74.1047901
1807,LIC INF ERIKA                                                                                       ,True,False,False,True,False,True,False,4.554686,-74.1114387
1808,LIC NUEVA COLOMBIA                                                                                  ,True,True,False,True,False,False,False,4.4994171,-74.10144509999999
1809,INST SAN PABLO APOSTOL                                                                              ,True,True,True,True,False,True,False,4.6079806,-74.1850296
1810,COL HISPANOAMERICANO CONDE ANSUREZ                                                                  ,True,True,True,True,False,True,False,4.7604044,-74.05883639999999
1811,JARDIN INFANTIL EL GATO CON BOTAS,True,True,False,True,False,False,False,4.7570398,-74.0544075
1812,INSTITUTO PSICOPEDAGOGICO ANA MARIA DE LOS ANGELES,True,False,False,False,False,False,False,4.5865253,-74.1208073
1813,COL DOMINGO SAVIO                                                                                   ,True,True,True,True,False,True,False,4.5858314,-74.1077937
1814,GIMN EDUC CUNDINAMARCA                                                                              ,True,False,False,True,False,False,False,4.7364134,-74.0937624
1815,JARD INF BAMBI DE MODELIA                                                                           ,False,False,False,True,False,True,False,4.6159355,-74.1681553
1816,GIMN PSICOPEDAG VILLA MADRIGAL (ANTES JARD INF MARAVILLOSO),True,True,False,True,False,False,False,4.7078844,-74.1127162
1817,PREESC MI PEQUEÑO JARDIN,False,False,False,True,False,False,False,4.7312938,-74.1074938
1818,COL VAN LEEUWENHOEK                                                                                 ,True,True,True,True,False,True,False,4.7377268,-74.0750946
1819,GUARD JARD PIOLIN                                                                                   ,False,False,False,True,False,True,False,4.6314959,-74.0644501
1820,INST TEC CIAL MARMATOS SEDE II                                                                      ,True,True,True,True,False,True,False,4.6906973,-74.0940116
1821,JARD INF PERSONITAS DE HOY Y DEL FUTURO                                                             ,False,False,False,True,False,True,False,4.6183153,-74.106743
1822,COL EL MINUTO DE DIOS SIGLO XXI                                                                     ,True,True,True,True,False,False,False,4.6361929,-74.1567641
1823,COL AMERICANO DE BOGOTA                                                                             ,True,True,True,True,False,False,False,4.6341018,-74.0738674
1824,COLEGIO CIUDAD DE BOGOTA (IED),True,True,True,True,False,False,True,4.5411315,-74.11262099999999
1825,INSTITUTO CENTRAL DE ESTUDIOS S.A.S,True,True,True,False,False,False,False,4.7502663,-74.0618425
1826,COL NUEVA CANDELARIA                                                                                ,True,False,False,True,False,True,False,4.5750493,-74.152727
1827,JARD INF PSICOPEDAG MIS TORTUGUITAS NINJA                                                           ,False,False,False,True,False,True,False,4.7094287,-74.11447580000001
1828,COL ELOY VALENZUELA                                                                                 ,True,False,False,True,False,False,False,4.7113265,-74.11613179999999
1829,COLEGIO DE LA UNIVERSIDAD LIBRE                                 ,True,True,True,True,False,False,False,4.6687587,-74.1020308
1830,GIMNASIO INFANTIL SERGIO BENAVIDES,False,False,False,True,False,False,False,4.615586299999999,-74.1550108
1831,GIMN CAMPESTRE                                                                                      ,True,True,True,True,False,True,False,4.742257299999999,-74.0259269
1832,INSTITUCION EDUCATIVA DISTRITAL COLOMBIA VIVA,True,True,True,True,False,False,True,4.5622655,-74.1244879
1833,BTO DE ADULTOS UNAD                                                                                 ,True,True,True,False,False,True,False,4.5852438,-74.09737179999999
1834,COL NUEVO MONTESSORIANO                                                                             ,True,True,True,False,False,True,False,4.6242469,-74.1489502
1835,COL FERVAN                                                                                          ,True,True,True,True,False,True,False,4.706108,-74.1161846
1836,LIC PARROQ SARA ZAPATA                                                                              ,True,False,False,True,False,True,False,4.639876399999999,-74.0723951
1837,COL INF ESPIGUITAS DORADAS                                                                          ,False,False,False,True,False,True,False,4.7648312,-74.02869319999999
1838,COLEGIO VENECIA (IED),True,True,True,True,False,False,True,4.7438509,-74.0570145
1839,JARD INF AMANECER DE VERANO                                                                         ,False,False,False,True,False,True,False,4.5178705,-74.1176466
1840,GIMN CULT LIBERTAD                                                                                  ,True,True,True,True,False,True,False,4.7288834,-74.0255513
1841,COLEGIO INTEGRACION MODERNA                                                                      ,True,True,True,True,False,False,False,4.6657118,-74.073228
1842,JARD INF MICHIN                                                                                     ,False,False,False,True,False,True,False,4.632810699999999,-74.0744699
1843,PREESC EUGENIA RAVASCO                                                                              ,True,False,True,True,False,False,False,4.5799996,-74.0888423
1844,JARD INF BELLAVISTA,False,False,False,True,False,False,True,4.6098458,-74.094252
1845,DIDASCALIO  NSTRA SRA DE LA ESPERANZA                                                               ,True,True,False,True,False,True,False,4.6368427,-74.161157
1846,COLEGIO JUAN LOZANO Y LOZANO (IED),True,True,True,True,False,False,True,4.7409574,-74.0928382
1847,COL ALEXANDER HUMBOLDT                                                                              ,True,True,True,True,False,False,False,4.6710169,-74.0784164
1848,LIC INF MIS PEQUEÑOS SALTARINES                                                                     ,True,False,False,True,False,False,False,4.5603939,-74.0921232
1849,COL EDGAR SALAMANCA AFRICANO EDSALAM AFRIC                                                          ,True,True,True,True,False,True,False,4.7416361,-74.0987433
1850,LIC INF CRECER JUNTOS                                                                               ,True,False,False,True,False,False,False,4.7390538,-74.09630299999999
1851,GIMN MARTIN GALEANO                                                                                 ,True,False,False,True,False,True,False,4.6210078,-74.1901288
1852,COLEGIO BOSANOVA (IED),True,True,True,True,False,False,True,4.622475,-74.1884577
1853,COLEGIO BOSTON (ANTIGUO COL EDUC SAN MATEO),False,True,True,False,False,False,False,4.623039299999999,-74.07089309999999
1854,MIMOSITOS LICEO INFANTIL,True,False,False,True,False,True,False,4.6360321,-74.137407
1855,GIMN OXFORD                                                                                         ,False,False,False,True,False,True,False,4.7340737,-74.046936
1856,COLEGIO TOBERIN (IED),True,True,True,True,False,False,True,4.7449799,-74.03767669999999
1857,ACAD CENTRAL DE SISTEMAS ACSI,True,True,True,False,False,True,False,4.6549892,-74.0632248
1858,LIC EL MUNDO DEL MAÑANA                                                                             ,True,False,False,True,False,False,False,4.6767803,-74.09016640000002
1859,COLEGIO CIUDAD DE VILLAVICENCIO (ANTES INTEGD PUERTA AL LLANO)  (IED),True,True,True,True,False,False,True,4.4879094,-74.1036803
1860,COLEGIO NUEVO SAN ANDRES DE LOS ALTOS (IED),True,True,True,True,False,False,True,4.5252256,-74.1202759
1861,LICEO MODERNO SAN MARCOS,True,False,False,True,False,False,False,4.6425977,-74.16105739999999
1862,INSTITUCION EDUCATIVA FEDERICO GARCIA LORCA,True,True,True,False,False,False,False,4.7405611,-74.1110691
1863,LIC TEILHARD DE CHARDIN                                                                             ,True,True,True,False,False,True,False,4.7239203,-74.03241539999999
1864,JARD INF OLAS DE ALEGRIA                                                                            ,False,False,False,True,False,True,False,4.6499219,-74.0692839
1865,JARD OBRERO                                                                                         ,False,False,False,True,False,False,False,4.6192559,-74.0657141
1866,JARD INF MI GRAN AMIGO BILINGÜE                                                                     ,False,False,False,True,False,True,False,4.6281883,-74.1081166
1867,COL MARIA SANTA SOLEDAD                                                                             ,True,False,False,True,False,True,False,4.6052278,-74.1017195
1868,GIMN INF GUATIQUIA                                                                                  ,True,True,True,True,False,False,False,4.5758778,-74.1524544
1869,COLEGIO USAQUEN (IED),True,True,True,True,False,False,True,4.7074379,-74.03465469999999
1870,COLEGIO TÉCNICO  JAIME PARDO LEAL (IED),True,True,True,True,False,False,True,4.5932384,-74.0832118
1871,COL SANTIAGO FELIPE                                                                                 ,True,True,False,True,False,True,False,4.6001673,-74.1203371
1872,UNID EDUC JEAN PIAGET                                                                               ,True,True,True,True,False,True,False,4.624471,-74.13220729999999
1873,LICEO ANTONIO NARIÑO,True,False,False,True,False,False,False,4.713983,-74.02977349999999
1874,JARDIN INFANTIL KAIKU,False,False,False,True,False,False,False,4.6830366,-74.0545784
1875,JARD INF MANITAS FELICES                                                                            ,False,False,False,True,False,True,False,4.7192598,-74.11990589999999
1876,LIC PSICOPEDAG EL TEOREMA DE APRENDER                                                               ,True,True,False,True,False,True,False,4.5664535,-74.1429138
1877,LIC INTEGRAL SAN CARLOS                                                                             ,True,False,False,True,False,False,False,4.6407332,-74.06950100000002
1878,INST NSTRA SRA DEL AMPARO                                                                           ,True,True,True,True,False,False,False,4.6643934,-74.1051502
1879,COL ANTONIO NARIÑO H.H. CORAZONISTAS                                                                ,True,True,True,False,False,False,False,4.6477708,-74.0675104
1880,COLEGIO CASTILLA (IED),True,True,True,True,False,False,True,4.6399214,-74.1409922
1881,COL EL DUQUE DE RIVAS                                                                               ,True,True,True,True,False,False,False,4.6193193,-74.1723978
1882,COLEGIO SANTO DOMINGO BILINGÜE,True,True,True,True,False,True,False,4.614859,-74.1468653
1883,COL MANDALAY,True,True,True,True,False,False,False,4.664537699999999,-74.11985539999999
1884,COLEGIO AULAS COLOMBIANAS SAN LUIS (IED]),True,True,True,True,False,False,True,4.5807797,-74.0710343
1885,JARD INF PLATERO Y YO                                                                               ,False,False,False,True,False,True,False,4.7614318,-74.0608647
1887,COL NIÑOS DE COLOMBIA                                                                               ,False,False,False,True,False,True,False,4.7107015,-74.1409594
1888,COLEGIO JOSE MARIA CARBONELL (IED),True,True,True,True,False,False,True,4.6555356,-74.0522921
1889,LICEO CRISTOBAL DE OLID,True,False,False,True,False,False,False,4.6116332,-74.17394089999999
1890,TALLER PSICOPEDAG MIS PEQUEÑOS ARTISTAS                                                             ,True,False,False,True,False,True,False,4.6197411,-74.0789574
1891,COL CRISTIANO PSICOPEDAG SINAI                                                                      ,True,True,False,True,False,True,False,4.6942268,-74.1131855
1892,COLEGIO CUNDINAMARCA (IED),True,True,True,True,False,False,True,4.5907484,-74.1707179
1893,LIC MARIA NELL                                                                                      ,True,True,True,True,False,False,False,4.508346599999999,-74.1091599
1894,LICEO CRISTIANO LA VID,True,False,False,True,False,False,False,4.6658692,-74.1211469
1895,GIMN JULIO GARAVITO                                                                                 ,True,False,False,True,False,True,False,4.5893802,-74.1631223
1896,COLEGIO HUMANISTA JALIL GIBRAN,True,True,True,False,False,False,False,4.6719051,-74.0468119
1897,GIMNASIO MODERNO ESDRA,True,True,False,True,False,True,False,4.758007399999999,-74.0504351
1898,GIMN INF LAS VILLAS                                                                                 ,False,False,False,True,False,True,False,4.7160782,-74.0584626
1899,COL MAYOR DEL QUIROGA  (TALLER INF QUIROGA)                                                         ,True,True,True,True,False,True,False,4.5815375,-74.1159251
1900,COL MAYOR JOSE CELESTINO MUTIS                                                                      ,True,True,True,True,False,False,False,4.7629547,-74.0324272
1901,CENT EDUC DIST DON BOSCO II,True,True,True,True,False,False,True,4.5016053,-74.1180081
1902,POLITECNICO MAYOR ANDINO                                                                            ,True,True,True,False,True,True,False,4.6789991,-74.1383621
1903,COL PEDRO GUAL                                                                                      ,True,False,False,True,False,False,False,4.750291799999999,-74.0487204
1904,JARD INF TALLERIN                                                                                   ,False,False,False,True,False,True,False,4.5097549,-74.1087417
1905,LICEO BETHESDA,True,True,True,True,False,False,False,4.590811,-74.082966
1906,COL INF GENESARET (ANTES JARDIN INFANTIL MUÑEQUITOS DE RESORTE)                                     ,True,False,False,True,False,False,False,4.6864238,-74.10275290000001
1907,JARD INF HUELLITAS MAGICAS                                                                          ,False,False,False,True,False,True,False,4.6138352,-74.08244979999999
1908,COLEGIO BILINGÜE CEDAM,True,True,True,True,False,False,False,4.601119,-74.0989965
1909,LIC EL COLOMBIANITO                                                                                 ,True,False,False,True,False,False,False,4.6748557,-74.1115736
1910,FUND COL CLARA CASAS MORALES                                                                        ,True,True,True,True,False,False,False,4.7464394,-74.02893139999999
1911,CENT DE CAPACITACION  LTDA (CENCABO)                                                                ,True,True,True,True,False,False,False,4.6243949,-74.0688531
1912,GIMN SUPER BABY                                                                                     ,False,False,False,True,False,True,False,4.6337234,-74.0968195
1913,JARD INF EMBRIOLOGIA DEL SABER,False,False,False,True,False,False,False,4.7222141,-74.05513479999999
1914,COL JAIME QUIJANO CABALLERO                                                                         ,True,True,True,True,False,True,False,4.6188569,-74.15596359999999
1915,JARD INF PICARDIAS                                                                                  ,False,False,False,True,False,True,False,4.6444532,-74.0814942
1916,COLEGIO JOSE MANUEL RESTREPO (IED),True,True,True,True,False,False,True,4.6173116,-74.1221967
1917,JARD INF UNIANDES                                                                                   ,False,False,False,True,False,True,False,4.6013162,-74.0670756
1918,COL ALAFAS DEL NORTE                                                                                ,True,True,True,True,False,False,False,4.733493,-74.099542
1919,CENT CIAL MADRE ELISA RONCALLO                                                                      ,True,True,True,True,False,False,False,4.550032499999999,-74.0937422
1920,JARD INF MIS ADORABLES SOBRINOS                                                                     ,True,False,False,True,False,True,False,4.5682217,-74.1472996
1921,GUARD Y JARD INF RAFIKI                                                                             ,False,False,False,True,False,True,False,4.641783,-74.13485779999999
1922,INSTITUTO CAMARGO LEON,True,True,True,False,False,False,False,4.590388799999999,-74.11420729999999
1923,COLEGIO MI BELLA ANGELITA,True,False,False,True,False,False,False,4.5965995,-74.0713086
1924,JARD INF SAN JERONIMO DE YUSTE,False,False,False,True,False,False,True,4.586271099999999,-74.0962967
1925,COLEGIO JOHN F. KENNEDY (IED),True,True,True,True,False,False,True,4.6983331,-74.0913363
1926,COL DE LA SALLE                                                                                     ,True,True,True,True,False,False,False,4.748637899999999,-74.0329385
1927,COL COLOMBO ITALIANO MICHELANGELO                                                                   ,True,False,False,True,False,False,False,4.6151091,-74.135999
1928,COLEGIO NACIONAL NICOLAS ESGUERRA (IED),True,True,True,False,False,False,True,4.6324833,-74.1211143
1929,COLEGIO HUNZA (IED),True,True,True,True,False,False,True,4.7232632,-74.0833726
1930,GIMN CULT EL ARTE DEL FUTURO                                                                        ,True,False,False,True,False,True,False,4.6353306,-74.1592549
1931,COLEGIO CLEMENCIA HOLGUIN DE URDANETA (IED),True,True,True,True,False,False,True,4.5792243,-74.1104019
1932,GIMN NUEVA AMERICA                                                                                  ,True,True,True,True,False,True,False,4.5665076,-74.112329
1933,CENT EDUC ASOSIERVAS                                                                                ,True,True,True,True,False,False,False,4.5066787,-74.1142026
1934,COLEGIO EMMANUEL,True,True,True,True,False,False,False,4.6798155,-74.09864110000001
1935,INSTITUTO DE EDUCACIÓN FORMAL DE ADULTOS EL PENSAMIENTO DE PITÁGORAS,True,True,True,False,False,False,False,4.578376899999999,-74.0851095
1936,COLEGIO RAFAEL NUÑEZ  (IED),True,True,True,True,False,False,True,4.576252,-74.093232
1937,COLEGIO COLSUBSIDIO NUEVA ROMA I.E.D.,True,True,True,True,False,False,True,4.5417116,-74.09601889999999
1938,JARD INF LOS ANGELES                                                                                ,False,False,False,True,False,False,False,4.635536699999999,-74.0781784
1939,GIMN MIX MANUEL DEL SOCORRO RODRIGUEZ                                                               ,True,True,True,True,False,True,False,4.7554674,-74.0831977
1940,COLEGIO ISABEL II (IED),True,True,True,True,False,False,True,4.705979,-74.0936712
1941,JARD INF CHIQUITOTO                                                                                 ,False,False,False,True,False,True,False,4.6813744,-74.0751763
1942,COL DE LA UNIVERSIDAD ANTONIO NARIÑO                                                                ,True,True,True,True,False,False,False,4.5193417,-74.0873924
1943,LIC PEDAG LOS CONQUISTADORES                                                                        ,False,False,False,True,False,True,False,4.6210404,-74.093285
1944,CENT EDUC INDIRA GANDHI                                                                             ,True,False,False,True,False,True,False,4.6357745,-74.1664165
1945,LIC INF MI REFUGIO CAMPESTRE                                                                        ,True,True,True,True,False,True,False,4.754690399999999,-74.0857743
1946,LIC CIAL NUEVO ALEJANDRINO                                                                          ,True,True,True,True,False,False,False,4.539560499999999,-74.116919
1947,COL SICOPEDAG DE FONTIBON                                                                           ,True,False,False,True,False,True,False,4.6839417,-74.14282109999999
1948,COL GIMN SOSIEGO                                                                                    ,True,False,False,True,False,False,False,4.5773174,-74.0914366
1949,PREESC MOMENTOS FELICES                                                                             ,False,False,False,True,False,True,False,4.7225844,-74.1168354
1950,COL AMANECER                                                                                        ,True,False,False,True,False,True,False,4.5451788,-74.08864249999999
1951,COLEGIO HELADIA MEJIA  (IED),True,True,True,True,False,False,True,4.6530385,-74.0656686
1952,COL SALESIANO JUAN DEL RIZZO                                                                        ,True,True,True,True,False,False,False,4.61385,-74.06846
1953,INST TEC CIAL JULIO CORTAZAR                                                                        ,True,True,True,True,False,False,False,4.510441399999999,-74.1124621
1954,COLEGIO DEL ROSARIO CAMPESTRE,True,True,True,True,False,True,False,4.5835325,-74.0713154
1955,GIMNASIO YACARD,True,True,True,True,False,True,False,4.758195199999999,-74.05944339999999
1956,LIC JUAN RAMON JIMENEZ                                                                              ,True,True,True,True,False,False,False,4.710988599999999,-74.072092
1957,GIMN SANTA CRUZ                                                                                     ,True,True,True,True,False,False,False,4.7022588,-74.09756879999999
1958,COLEGIO TENERIFE - GRANADA SUR (IED),True,True,True,True,False,False,True,4.5039533,-74.1118147
1959,COL SAN MATEO APOSTOL                                                                               ,True,True,True,True,False,True,False,4.7930663,-74.04456449999999
1960,JARD INF LA HORA DEL KINDER                                                                         ,True,True,True,True,False,True,False,4.694262,-74.064757
1961,JARDIN INFANTIL SUEÑOS Y SONRISAS,False,False,False,True,False,False,False,4.5894781,-74.0953767
1962,LIC AMERICANO MI GRAN CASA AZUL                                                                     ,True,True,True,True,False,False,False,4.66584,-74.1194148
1963,COL CIUDAD PATIO BONITO                                                                             ,True,True,True,True,False,True,False,4.6382284,-74.1638588
1964,COL JONATHAN SWIFT                                                                                  ,True,True,True,True,False,True,False,4.6834342,-74.1171724
1965,LIC SANTA MARIA DE LA RIVIERA                                                                       ,True,False,False,True,False,True,False,4.7100881,-74.1298056
1966,COL CIAL VILLA MARIA                                                                                ,True,True,True,True,False,True,False,4.7434408,-74.1006712
1967,COLEGIO INSTITUTO TECNICO INDUSTRIAL PILOTO (IED),True,True,True,True,False,False,True,4.6269659,-74.17987269999999
1968,COL MIGUEL ANTONIO CARO                                                                             ,True,True,True,True,False,True,False,4.610589,-74.0703072
1969,COL STELLA MATUTINA                                                                                 ,True,True,True,True,False,True,False,4.6753255,-74.0788683
1970,LIC NUEVO CHILE                                                                                     ,True,False,False,True,False,True,False,4.5988165,-74.1130504
1971,INST ACAD COLOMBIA GRANDE                                                                           ,True,True,False,True,False,False,False,4.6909686,-74.09111709999999
1972,COL JOSE ORTEGA Y GASSET                                                                            ,True,True,True,True,False,False,False,4.6108978,-74.1865643
1973,JARD INF PEQUITAS                                                                                   ,False,False,False,True,False,True,False,4.5853279,-74.11016289999999
1974,COL TIRSO DE MOLINA                                                                                 ,True,True,True,False,False,True,False,4.598001,-74.072913
1975,JARD INF MARIA MARGARITA                                                                            ,True,False,False,True,False,True,False,4.596632899999999,-74.0876456
1976,COLEGIO SUPERIOR PALERMO SANTA ISABEL,False,True,True,False,False,False,False,4.5986148,-74.1061908
1977,LIC FRANCISCO JULIAN OLAYA                                                                          ,True,False,False,True,False,False,False,4.61625,-74.1026
1978,GIMNASIO MODERNO PASOS Y HUELLAS SAS,False,False,False,True,False,False,False,4.6331255,-74.1452982
1979,COL HOGAR DE NAZARETH                                                                               ,True,True,True,True,False,False,False,4.7210734,-74.03458169999999
1980,COL HOWARD GARDNER                                                                                  ,True,True,True,True,False,False,False,4.7417856,-74.1158408
1981,GIMN SANTIAGO APOSTOL                                                                               ,True,True,True,True,False,False,False,4.5747354,-74.1372287
1982,GIMN CRISTIANO ADONAI                                                                               ,True,True,True,True,False,False,False,4.7689755,-74.05928589999999
1983,LIC PSICOPEDAG FUENTE DE SABIDURIA                                                                  ,True,False,False,True,False,True,False,4.6015101,-74.1798719
1984,COLEGIO GENERAL SANTANDER (IED),True,True,True,True,False,False,True,4.7350175,-74.02835979999999
1985,JARD INF LA CASITA DE SAMY                                                                          ,False,False,False,True,False,False,False,4.7253897,-74.0474724
1986,COL COOP DE TIMIZA                                                                                  ,False,True,True,False,False,False,False,4.6091011,-74.150581
1987,COL ISABELITA TEJADA                                                                                ,True,True,True,True,False,True,False,4.5578812,-74.1384502
1988,COL EL VATICANO                                                                                     ,True,False,False,True,False,True,False,4.7430638,-74.0410972
1989,COLEGIO INTEGRAL DANIELISTA,True,False,False,True,False,False,False,4.5717297,-74.0964858
1990,COLEGIO ESCUELA NACIONAL DE COMERCIO (IED),True,True,True,True,False,False,True,4.5988263,-74.0774555
1991,COL CHAMBERS                                                                                        ,True,False,False,True,False,False,False,4.619828099999999,-74.1384561
1992,LIC NORMANDIA                                                                                       ,False,True,True,False,False,True,False,4.587425100000001,-74.1458897
1993,GIMNASIO SUPERIOR NUEVOS ANDES,True,False,False,True,False,False,False,4.6407468,-74.1386394
1994,JARDIN INFANTIL FUNDACION MANUELA ,False,False,False,True,False,False,False,4.5999088,-74.1338024
1995,COL MILIT ANTONIO NARIÑO,True,True,True,False,False,False,False,4.7537819,-74.0801534
1996,COL LATINO FRANCES                                                                                  ,True,True,True,True,False,True,False,4.6222241,-74.0713774
1997,COLEGIO CEDID CIUDAD BOLIVAR (IED),True,True,True,True,False,False,True,4.5769964,-74.1660165
1998,COL VASCO NUÑEZ DE BALBOA                                                                           ,True,True,True,True,False,True,False,4.606819,-74.1231679
1999,COLEGIO VEINTE DE JULIO  (IED),True,True,True,True,False,False,True,4.6991692,-74.0308155
2000,COL PSICOPEDAG LOS APOSTOLES                                                                        ,True,False,False,True,False,True,False,4.6047728,-74.0793334
2001,FUND GIMN LOS PORTALES                                                                              ,True,True,True,True,False,True,False,4.793213199999999,-74.05973139999999
2002,LIC  PEDAG AUGUSTO COMTE                                                                            ,True,False,True,True,False,True,False,4.5671706,-74.0942903
2003,COL PEDRO DE HEREDIA                                                                                ,True,True,True,True,False,False,False,4.565939999999999,-74.13251149999999
2004,GIMN EDUCARTE,False,False,False,False,False,False,False,4.6643303,-74.0639593
2005,COLEGIO JALIL GIBRAN,True,True,True,False,False,False,False,4.7174884,-74.06501910000001
2006,ACAD LA SALLE SAN BENILDO                                                                           ,True,True,True,True,False,True,False,4.751443099999999,-74.0241191
2007,INST YOLKIN                                                                                         ,True,True,True,True,False,True,False,4.6233039,-74.18368650000001
2008,COLEGIO CIUDAD DE MONTREAL (IED),True,True,False,True,False,False,True,4.553778700000001,-74.1381352
2009,COL SANTA CECILIA DE TUNJUELITO                                                                     ,True,True,True,True,False,True,False,4.5586899,-74.1241939
2010,JARD INF CHUNIZA,False,False,False,True,False,False,True,4.5021409,-74.1097759
2011,COLEGIO LICEO NACIONAL ANTONIA SANTOS (IED),True,True,True,True,False,False,True,4.6078677,-74.0879444
2012,COL BILING SAN GABRIEL ARCANGEL                                                                     ,True,True,False,True,False,True,False,4.575669,-74.09489180000001
2013,PREESC BARRILETE                                                                                    ,False,False,False,True,False,False,False,4.7039902,-74.0518912
2014,JARD INF PYLOSOS                                                                                    ,False,False,False,True,False,True,False,4.5620525,-74.10286909999999
2015,INSTITUTO PSICOPEDAGÓGICO EL TESORO DE LA VERDAD,True,True,True,True,False,False,False,4.5400043,-74.1479478
2016,INST ALBERTO MERANI                                                                                 ,True,True,True,True,False,False,False,4.757393,-74.0300137
2017,JARDIN PSICOPEDAG EL PEQUEÑO ARTISTA                                                                ,False,False,False,True,False,False,False,4.685480699999999,-74.0945944
2018,COLEGIO MISAEL PASTRANA BORRERO (IED),True,True,True,True,False,False,True,4.594611200000001,-74.0822697
2019,COLEGIO ORLANDO HIGUITA ROJAS (IED),True,True,True,True,False,False,True,4.640123,-74.19555
2020,INST TOMAS DE IRIARTE                                                                               ,True,True,True,True,False,True,False,4.716317,-74.0990705
2021,COLEGIO LA BELLEZA LOS LIBERTADORES (IED),True,True,True,True,False,False,True,4.5307682,-74.0924165
2022,GIMN SABIDURIA DEL FUTURO                                                                           ,True,True,False,True,False,True,False,4.6195319,-74.17114959999999
2023,COL MENDEZ                                                                                          ,True,False,False,True,False,True,False,4.5745888,-74.0948382
2024,COL JOSE SANTOS GUTIERREZ                                                                           ,True,False,False,True,False,True,False,4.679564099999999,-74.1339912
2025,JARD INF SONRISITAS                                                                                 ,False,False,False,True,False,True,False,4.6905318,-74.1017513
2026,COLEGIO LICEO FEMENINO MERCEDES NARIÑO (IED),True,True,True,True,False,False,True,4.5807413,-74.1040829
2027,COLEGIO DIVINO MAESTRO (IED),True,True,True,True,False,False,True,4.7398199,-74.0276483
2028,ESC NORMAL SUPERIOR NSTRA SRA DE LA PAZ                                                             ,True,True,True,False,False,False,False,4.590290299999999,-74.1128298
2029,COL CRISTIANO LA REFORMA MIS CORDERITOS                                                             ,True,False,False,True,False,True,False,4.5873195,-74.1220842
2030,GIMNASIO RAYMOND,False,False,False,True,False,False,False,4.6698353,-74.1221952
2031,LIC  PREESC LA ABEJA MAYA                                                                           ,True,True,True,True,False,False,False,4.6043535,-74.1504076
2032,INST FEM SAN ANTONIO DE PADUA                                                                       ,True,True,True,True,False,True,False,4.6323425,-74.0727641
2033,COLEGIO CORAZONISTA ,True,True,True,True,False,False,False,4.7782265,-74.0338033
2034,COLEGIO OFELIA URIBE DE ACOSTA (IED),True,True,True,True,False,False,True,4.5059794,-74.1029593
2035,COLEGIO ANEXO SAN FRANCISCO DE ASIS,True,True,True,True,False,False,False,4.76289,-74.0282375
2036,LIC CIAL LAS AMERICAS                                                                               ,True,True,True,True,False,True,False,4.661777,-74.0610648
2037,LIC PSICOPEDAG TIBABITA                                                                             ,True,True,True,True,False,False,False,4.7666775,-74.02858930000001
2038,JARD INF CHARLES PERRAULT                                                                           ,False,False,False,True,False,True,False,4.6470752,-74.07235419999999
2039,COLEGIO BERNARDO JARAMILLO (IED),True,True,True,True,False,False,True,4.572399,-74.1266189
2040,JARD INF EDUARDO FREY                                                                               ,True,False,False,True,False,False,False,4.5895737,-74.11543929999999
2041,LIC INF HUELLAS DE COLORES,True,False,False,True,False,False,False,4.7087455,-74.119272
2042,INST AURELIO BALDOR                                                                                 ,True,False,False,True,False,True,False,4.562494399999999,-74.142457
2043,JARD INF CASITA FELIZ                                                                               ,False,False,False,True,False,False,False,4.729544700000001,-74.0366335
2044,COLEGIO EL MANANTIAL (CED),True,True,False,True,False,False,True,4.605521899999999,-74.1251848
2045,JARD INF EL PRADITO                                                                                 ,False,False,False,True,False,True,False,4.7179557,-74.0566055
2046,COL GIMN ROMANO MIXTO                                                                               ,True,True,True,True,False,True,False,4.7350355,-74.10067
2047,COL PSICOPEDAG VALLE VERDE                                                                          ,True,False,False,True,False,False,False,4.6716441,-74.15119539999999
2048,JARD INF PERSONITAS INGENIOSAS                                                                      ,False,False,False,True,False,True,False,4.7223811,-74.0295338
2049,COL INST INSCAP,True,True,True,False,False,False,False,4.710988599999999,-74.072092
2050,COLEGIO LUIS VARGAS TEJADA (IED),True,True,True,True,False,False,True,4.7337995,-74.0452936
2051,JARD INF PIKIKOS                                                                                    ,False,False,False,True,False,True,False,4.6924283,-74.0649511
2052,C.E. DE ADULTOS ASED,True,True,True,False,False,False,False,4.6619011,-74.1083098
2053,COLEGIO FRANCISCO JAVIER MATIZ (IED),True,True,True,True,False,False,True,4.600581399999999,-74.0701389
2054,COLEGIO CRISTOBAL COLON (IED),True,True,True,True,False,False,True,4.7415153,-74.02602379999999
2055,GIMN MODERNO SUMMERHILL                                                                             ,True,True,True,True,False,True,False,4.713477999999999,-74.1242139
2056,FUND LA ENSEÑANZA                                                                                   ,True,False,False,True,False,False,False,4.763527300000001,-74.0284221
2057,JARD INF SOL SOLECITO                                                                               ,True,False,False,True,False,False,False,4.55542,-74.0922088
2058,CENT ESTIMULACION TEMPRANA Y PREESC MIS PEQUEÑOS ENANITOS                                           ,False,False,False,True,False,True,False,4.7136571,-74.1158755
